id,repo,target_file,kind,signature,base_status,base_compiles,base_files,base_secs,new_status,new_compiles,new_files,new_secs
commons-io-0060,commons-io,org/apache/commons/io/output/UnsynchronizedByteArrayOutputStream.java,method,"org.apache.commons.io.output.UnsynchronizedByteArrayOutputStream#toBufferedInputStream(InputStream,int)",ok,compiles,6,13.9,ok,compiles,6,16.0
commons-io-0061,commons-io,org/apache/commons/io/filefilter/OrFileFilter.java,method,"org.apache.commons.io.filefilter.OrFileFilter#accept(Path,BasicFileAttributes)",ok,compiles,6,17.8,ok,compiles,6,18.7
commons-io-0062,commons-io,org/apache/commons/io/input/ReaderInputStream.java,field,"org.apache.commons.io.input.ReaderInputStream#reader",ok,compiles,2,11.1,ok,compiles,2,11.5
commons-io-0063,commons-io,org/apache/commons/io/input/ReaderInputStream.java,method,"org.apache.commons.io.input.ReaderInputStream#newEncoder(Charset)",ok,compiles,3,14.9,ok,compiles,3,14.5
commons-io-0064,commons-io,org/apache/commons/io/FileUtils.java,field,"org.apache.commons.io.FileUtils#ONE_TB_BI",ok,compiles,1,12.8,ok,compiles,1,13.6
commons-io-0065,commons-io,org/apache/commons/io/function/IOStream.java,method,"org.apache.commons.io.function.IOStream#sorted()",ok,fails,2,14.4,ok,fails,2,16.0
commons-io-0066,commons-io,org/apache/commons/io/input/ProxyReader.java,method,"org.apache.commons.io.input.ProxyReader#beforeRead(int)",ok,compiles,1,15.9,ok,compiles,1,16.2
commons-io-0067,commons-io,org/apache/commons/io/input/ObservableInputStream.java,method,"org.apache.commons.io.input.ObservableInputStream.Observer#finished()",ok,compiles,2,15.2,ok,compiles,2,13.9
commons-io-0068,commons-io,org/apache/commons/io/file/PathUtils.java,method,"org.apache.commons.io.file.PathUtils#newOutputStream(Path,LinkOption[],OpenOption...)",ok,compiles,1,15.7,ok,compiles,1,14.2
commons-io-0069,commons-io,org/apache/commons/io/file/CopyDirectoryVisitor.java,method,"org.apache.commons.io.file.CopyDirectoryVisitor#toCopyOption(CopyOption...)",ok,compiles,5,15.4,ok,compiles,5,14.7
commons-io-0070,commons-io,org/apache/commons/io/channels/FilterFileChannel.java,method,"org.apache.commons.io.channels.FilterFileChannel#toString()",ok,compiles,1,16.8,ok,compiles,1,15.1
commons-io-0071,commons-io,org/apache/commons/io/input/SwappedDataInputStream.java,method,"org.apache.commons.io.input.SwappedDataInputStream#readFloat()",ok,compiles,3,17.0,ok,compiles,3,14.6
commons-io-0072,commons-io,org/apache/commons/io/input/ReaderInputStream.java,method,"org.apache.commons.io.input.ReaderInputStream#ReaderInputStream(Builder)",ok,compiles,6,15.4,ok,compiles,6,15.1
commons-io-0073,commons-io,org/apache/commons/io/channels/FilterSeekableByteChannel.java,method,"org.apache.commons.io.channels.FilterSeekableByteChannel#FilterSeekableByteChannel(Builder)",ok,compiles,7,14.4,ok,compiles,7,12.8
commons-io-0074,commons-io,org/apache/commons/io/output/AppendableOutputStream.java,method,"org.apache.commons.io.output.AppendableOutputStream#getAppendable()",ok,compiles,1,13.6,ok,compiles,1,11.7
commons-io-0075,commons-io,org/apache/commons/io/input/NullReader.java,method,"org.apache.commons.io.input.NullReader#close()",ok,compiles,1,11.6,ok,compiles,1,9.6
commons-io-0076,commons-io,org/apache/commons/io/function/IOStream.java,method,"org.apache.commons.io.function.IOStream#flatMapToDouble(IOFunction<?superT,?extendsDoubleStream>)",ok,compiles,4,13.6,ok,compiles,4,11.0
commons-io-0077,commons-io,org/apache/commons/io/input/XmlStreamReader.java,field,"org.apache.commons.io.input.XmlStreamReader#UTF_16BE",ok,compiles,1,12.8,ok,compiles,1,12.3
commons-io-0078,commons-io,org/apache/commons/io/output/NullWriter.java,field,"org.apache.commons.io.output.NullWriter#NULL_WRITER",ok,compiles,1,11.2,ok,compiles,1,10.7
commons-io-0079,commons-io,org/apache/commons/io/function/IOTriConsumer.java,method,"org.apache.commons.io.function.IOTriConsumer#andThen(IOTriConsumer<?superT,?superU,?superV>)",ok,compiles,1,11.5,ok,compiles,1,12.0
commons-io-0080,commons-io,org/apache/commons/io/comparator/SizeFileComparator.java,field,"org.apache.commons.io.comparator.SizeFileComparator#sumDirectoryContents",ok,compiles,2,9.3,ok,compiles,2,9.6
commons-io-0081,commons-io,org/apache/commons/io/input/XmlStreamReader.java,field,"org.apache.commons.io.input.XmlStreamReader#RAW_EX_2",ok,compiles,1,11.2,ok,compiles,1,13.4
commons-io-0082,commons-io,org/apache/commons/io/monitor/SerializableFileTime.java,method,"org.apache.commons.io.monitor.SerializableFileTime#readObject(ObjectInputStream)",ok,compiles,1,10.2,ok,compiles,1,13.5
commons-io-0083,commons-io,org/apache/commons/io/build/AbstractOriginSupplier.java,method,"org.apache.commons.io.build.AbstractOriginSupplier#newInputStreamOrigin(InputStream)",ok,compiles,4,11.1,ok,compiles,4,13.4
commons-io-0084,commons-io,org/apache/commons/io/file/PathUtils.java,method,"org.apache.commons.io.file.PathUtils#visitFileTree(T,Path,Set<FileVisitOption>,int)",ok,compiles,1,11.7,ok,compiles,1,8.7
commons-io-0085,commons-io,org/apache/commons/io/filefilter/WildcardFilter.java,method,"org.apache.commons.io.filefilter.WildcardFilter#accept(File,String)",ok,compiles,6,15.1,ok,compiles,6,13.3
commons-io-0086,commons-io,org/apache/commons/io/input/ReaderInputStream.java,method,"org.apache.commons.io.input.ReaderInputStream#ReaderInputStream(Reader,Charset)",ok,compiles,3,12.1,ok,compiles,3,11.2
commons-io-0087,commons-io,org/apache/commons/io/output/ProxyOutputStream.java,method,"org.apache.commons.io.output.ProxyOutputStream#ProxyOutputStream(OutputStream)",ok,compiles,1,8.6,ok,compiles,1,8.3
commons-io-0088,commons-io,org/apache/commons/io/input/ReaderInputStream.java,method,"org.apache.commons.io.input.ReaderInputStream#ReaderInputStream(Reader,CharsetEncoder)",ok,compiles,3,10.9,ok,compiles,3,12.0
commons-io-0089,commons-io,org/apache/commons/io/input/BrokenInputStream.java,method,"org.apache.commons.io.input.BrokenInputStream#getThrowable()",ok,compiles,1,10.4,ok,compiles,1,11.4
commons-io-0090,commons-io,org/apache/commons/io/Charsets.java,field,"org.apache.commons.io.Charsets#US_ASCII",ok,compiles,1,8.9,ok,compiles,1,9.3
commons-io-0091,commons-io,org/apache/commons/io/input/Tailer.java,method,"org.apache.commons.io.input.Tailer#stop()",ok,compiles,1,10.8,ok,compiles,1,10.7
commons-io-0092,commons-io,org/apache/commons/io/output/ThresholdingOutputStream.java,method,"org.apache.commons.io.output.ThresholdingOutputStream#ThresholdingOutputStream(int,IOConsumer<ThresholdingOutputStream>,IOFunction<ThresholdingOutputStream,OutputStream>)",ok,fails,3,11.2,ok,fails,3,10.8
commons-io-0093,commons-io,org/apache/commons/io/output/XmlStreamWriter.java,method,"org.apache.commons.io.output.XmlStreamWriter#XmlStreamWriter(File,String)",ok,compiles,1,10.1,ok,compiles,1,10.1
commons-io-0094,commons-io,org/apache/commons/io/input/BOMInputStream.java,method,"org.apache.commons.io.input.BOMInputStream#skip(long)",ok,compiles,2,8.8,ok,compiles,2,8.7
commons-io-0095,commons-io,org/apache/commons/io/input/QueueInputStream.java,field,"org.apache.commons.io.input.QueueInputStream.Builder#blockingQueue",ok,compiles,5,11.4,ok,compiles,5,10.8
commons-io-0096,commons-io,org/apache/commons/io/function/IOStream.java,method,"org.apache.commons.io.function.IOStream#max(IOComparator<?superT>)",ok,compiles,4,10.5,ok,compiles,4,10.7
commons-io-0097,commons-io,org/apache/commons/io/input/CharSequenceReader.java,method,"org.apache.commons.io.input.CharSequenceReader#read()",ok,compiles,2,10.6,ok,compiles,2,10.7
commons-io-0098,commons-io,org/apache/commons/io/file/CountingPathVisitor.java,method,"org.apache.commons.io.file.CountingPathVisitor#equals(Object)",ok,compiles,4,10.7,ok,compiles,4,11.7
commons-io-0099,commons-io,org/apache/commons/io/input/BOMInputStream.java,method,"org.apache.commons.io.input.BOMInputStream#BOMInputStream(InputStream)",ok,compiles,7,11.5,ok,compiles,7,12.0
commons-io-0100,commons-io,org/apache/commons/io/FileUtils.java,method,"org.apache.commons.io.FileUtils#isFileNewer(File,ChronoLocalDate,OffsetTime)",ok,compiles,1,10.4,ok,compiles,1,10.5
commons-io-0101,commons-io,org/apache/commons/io/FileUtils.java,method,"org.apache.commons.io.FileUtils#readFileToString(File,Charset)",ok,fails,4,10.2,ok,fails,4,10.5
commons-io-0102,commons-io,org/apache/commons/io/filefilter/AbstractFileFilter.java,field,"org.apache.commons.io.filefilter.AbstractFileFilter#onReject",ok,compiles,4,11.3,ok,compiles,4,11.0
commons-io-0103,commons-io,org/apache/commons/io/ByteOrderMark.java,field,"org.apache.commons.io.ByteOrderMark#UTF_32BE",ok,compiles,1,9.3,ok,compiles,1,9.7
commons-io-0104,commons-io,org/apache/commons/io/input/XmlStreamReader.java,field,"org.apache.commons.io.input.XmlStreamReader#CHARSET_PATTERN",ok,compiles,1,11.4,ok,compiles,1,11.5
commons-io-0105,commons-io,org/apache/commons/io/output/DeferredFileOutputStream.java,method,"org.apache.commons.io.output.DeferredFileOutputStream#toPath(File,Supplier<Path>)",ok,compiles,2,10.7,ok,compiles,2,11.0
commons-io-0106,commons-io,org/apache/commons/io/monitor/FileAlterationObserver.java,method,"org.apache.commons.io.monitor.FileAlterationObserver#listFiles(File)",ok,compiles,2,10.5,ok,compiles,2,10.3
commons-io-0107,commons-io,org/apache/commons/io/input/BOMInputStream.java,method,"org.apache.commons.io.input.BOMInputStream#find()",ok,compiles,3,10.7,ok,compiles,3,10.6
commons-io-0108,commons-io,org/apache/commons/io/build/AbstractOrigin.java,method,"org.apache.commons.io.build.AbstractOrigin.OutputStreamOrigin#getChannel(OpenOption...)",ok,compiles,3,10.6,ok,compiles,3,10.9
commons-io-0109,commons-io,org/apache/commons/io/output/UncheckedAppendableImpl.java,field,"org.apache.commons.io.output.UncheckedAppendableImpl#appendable",ok,compiles,2,10.2,ok,compiles,2,10.2
commons-io-0110,commons-io,org/apache/commons/io/input/BufferedFileChannelInputStream.java,method,"org.apache.commons.io.input.BufferedFileChannelInputStream#read(byte[],int,int)",ok,compiles,3,11.6,ok,compiles,3,12.6
commons-io-0111,commons-io,org/apache/commons/io/IOUtils.java,method,"org.apache.commons.io.IOUtils#toBufferedInputStream(InputStream)",ok,compiles,3,11.7,ok,compiles,3,12.1
commons-io-0112,commons-io,org/apache/commons/io/FileUtils.java,method,"org.apache.commons.io.FileUtils#getTempDirectoryPath()",ok,compiles,1,10.5,ok,compiles,1,11.2
commons-io-0113,commons-io,org/apache/commons/io/output/ProxyWriter.java,method,"org.apache.commons.io.output.ProxyWriter#append(CharSequence)",ok,compiles,2,10.0,ok,compiles,2,10.3
commons-io-0114,commons-io,org/apache/commons/io/input/ByteBufferCleaner.java,method,"org.apache.commons.io.input.ByteBufferCleaner.Java8Cleaner#clean(ByteBuffer)",ok,compiles,1,11.8,ok,compiles,1,11.5
commons-io-0115,commons-io,org/apache/commons/io/input/CountingInputStream.java,method,"org.apache.commons.io.input.CountingInputStream#resetByteCount()",ok,compiles,2,11.3,ok,compiles,2,11.0
commons-io-0116,commons-io,org/apache/commons/io/UncheckedIOExceptions.java,method,"org.apache.commons.io.UncheckedIOExceptions#UncheckedIOExceptions()",ok,compiles,1,9.2,ok,compiles,1,8.9
commons-io-0117,commons-io,org/apache/commons/io/comparator/NameFileComparator.java,method,"org.apache.commons.io.comparator.NameFileComparator#compare(File,File)",ok,compiles,3,10.5,ok,compiles,3,10.8
commons-io-0118,commons-io,org/apache/commons/io/comparator/DirectoryFileComparator.java,field,"org.apache.commons.io.comparator.DirectoryFileComparator#TYPE_FILE",ok,compiles,2,8.9,ok,compiles,2,8.9
commons-io-0119,commons-io,org/apache/commons/io/input/TeeReader.java,method,"org.apache.commons.io.input.TeeReader#TeeReader(Reader,Writer,boolean)",ok,compiles,2,8.4,ok,compiles,2,8.9
commons-io-0120,commons-io,org/apache/commons/io/output/DeferredFileOutputStream.java,method,"org.apache.commons.io.output.DeferredFileOutputStream.Builder#setDirectory(File)",ok,compiles,6,11.7,ok,compiles,6,11.9
commons-io-0121,commons-io,org/apache/commons/io/input/Tailer.java,method,"org.apache.commons.io.input.Tailer#getTailable()",ok,compiles,1,10.9,ok,compiles,1,10.4
commons-io-0122,commons-io,org/apache/commons/io/filefilter/MagicNumberFileFilter.java,method,"org.apache.commons.io.filefilter.MagicNumberFileFilter#accept(Path,BasicFileAttributes)",ok,compiles,5,13.8,ok,compiles,5,13.1
commons-io-0123,commons-io,org/apache/commons/io/input/ThrottledInputStream.java,method,"org.apache.commons.io.input.ThrottledInputStream.Builder#setMaxBytes(long,ChronoUnit)",ok,compiles,7,12.5,ok,compiles,7,12.1
commons-io-0124,commons-io,org/apache/commons/io/input/XmlStreamReaderException.java,method,"org.apache.commons.io.input.XmlStreamReaderException#getBomEncoding()",ok,compiles,1,11.2,ok,compiles,1,11.8
commons-io-0125,commons-io,org/apache/commons/io/input/ProxyInputStream.java,method,"org.apache.commons.io.input.ProxyInputStream#close()",ok,fails,3,10.5,ok,fails,3,11.1
commons-io-0126,commons-io,org/apache/commons/io/monitor/FileAlterationObserver.java,field,"org.apache.commons.io.monitor.FileAlterationObserver.Builder#maxDepth",ok,compiles,4,11.1,ok,compiles,4,11.0
commons-io-0127,commons-io,org/apache/commons/io/function/IOStream.java,method,"org.apache.commons.io.function.IOStream#collect(IOSupplier<R>,IOBiConsumer<R,?superT>,IOBiConsumer<R,R>)",ok,compiles,5,10.6,ok,compiles,5,10.5
commons-io-0128,commons-io,org/apache/commons/io/input/MarkShieldInputStream.java,method,"org.apache.commons.io.input.MarkShieldInputStream#MarkShieldInputStream(InputStream)",ok,compiles,2,9.4,ok,compiles,2,9.0
commons-io-0129,commons-io,org/apache/commons/io/input/BoundedInputStream.java,method,"org.apache.commons.io.input.BoundedInputStream.AbstractBuilder#setPropagateClose(boolean)",ok,compiles,6,12.2,ok,compiles,6,12.5
commons-io-0130,commons-io,org/apache/commons/io/output/BrokenWriter.java,method,"org.apache.commons.io.output.BrokenWriter#flush()",ok,compiles,1,11.1,ok,compiles,1,11.6
commons-io-0131,commons-io,org/apache/commons/io/channels/FilterWritableByteChannel.java,method,"org.apache.commons.io.channels.FilterWritableByteChannel#write(ByteBuffer)",ok,compiles,2,10.5,ok,compiles,2,11.2
commons-io-0132,commons-io,org/apache/commons/io/input/CharSequenceReader.java,field,"org.apache.commons.io.input.CharSequenceReader#idx",ok,compiles,1,9.6,ok,compiles,1,8.5
commons-io-0133,commons-io,org/apache/commons/io/FileExistsException.java,method,"org.apache.commons.io.FileExistsException#FileExistsException(File)",ok,compiles,1,8.1,ok,compiles,1,7.6
commons-io-0134,commons-io,org/apache/commons/io/input/AutoCloseInputStream.java,method,"org.apache.commons.io.input.AutoCloseInputStream#finalize()",ok,compiles,2,11.0,ok,compiles,2,10.6
commons-io-0135,commons-io,org/apache/commons/io/output/TaggedWriter.java,field,"org.apache.commons.io.output.TaggedWriter#tag",ok,compiles,2,10.6,ok,compiles,2,10.6
commons-io-0136,commons-io,org/apache/commons/io/channels/FilterWritableByteChannel.java,method,"org.apache.commons.io.channels.FilterWritableByteChannel#forWritableByteChannel()",ok,compiles,6,11.1,ok,compiles,6,10.9
commons-io-0137,commons-io,org/apache/commons/io/IORandomAccessFile.java,method,"org.apache.commons.io.IORandomAccessFile#getMode()",ok,fails,1,10.3,ok,fails,1,10.4
commons-io-0138,commons-io,org/apache/commons/io/file/CountingPathVisitor.java,method,"org.apache.commons.io.file.CountingPathVisitor#accept(Path,BasicFileAttributes)",ok,compiles,4,10.3,ok,compiles,4,10.6
commons-io-0139,commons-io,org/apache/commons/io/IOUtils.java,method,"org.apache.commons.io.IOUtils#copy(InputStream,Writer)",ok,compiles,1,9.9,ok,compiles,1,9.6
commons-io-0140,commons-io,org/apache/commons/io/DirectoryWalker.java,method,"org.apache.commons.io.DirectoryWalker#DirectoryWalker()",ok,compiles,1,9.2,ok,compiles,1,8.4
commons-io-0141,commons-io,org/apache/commons/io/FilenameUtils.java,method,"org.apache.commons.io.FilenameUtils#getPathNoEndSeparator(String)",ok,compiles,1,9.8,ok,compiles,1,8.9
commons-io-0142,commons-io,org/apache/commons/io/TaggedIOException.java,method,"org.apache.commons.io.TaggedIOException#getTag()",ok,compiles,2,9.6,ok,compiles,2,8.9
commons-io-0143,commons-io,org/apache/commons/io/filefilter/NotFileFilter.java,method,"org.apache.commons.io.filefilter.NotFileFilter#accept(Path,BasicFileAttributes)",ok,compiles,5,12.7,ok,compiles,5,12.7
commons-io-0144,commons-io,org/apache/commons/io/monitor/FileEntry.java,method,"org.apache.commons.io.monitor.FileEntry#setLength(long)",ok,compiles,1,7.1,ok,compiles,1,7.7
commons-io-0145,commons-io,org/apache/commons/io/filefilter/FalseFileFilter.java,field,"org.apache.commons.io.filefilter.FalseFileFilter#serialVersionUID",ok,compiles,3,9.9,ok,compiles,3,11.1
commons-io-0146,commons-io,org/apache/commons/io/file/FilesUncheck.java,method,"org.apache.commons.io.file.FilesUncheck#newDirectoryStream(Path,String)",ok,fails,3,10.0,ok,fails,3,11.3
commons-io-0147,commons-io,org/apache/commons/io/FileSystem.java,method,"org.apache.commons.io.FileSystem#toLegalFileName(String,char)",ok,compiles,1,9.0,ok,compiles,1,10.5
commons-io-0148,commons-io,org/apache/commons/io/file/CleaningPathVisitor.java,method,"org.apache.commons.io.file.CleaningPathVisitor#CleaningPathVisitor(PathCounters,String)",ok,compiles,7,10.2,ok,compiles,7,10.5
commons-io-0149,commons-io,org/apache/commons/io/output/AbstractByteArrayOutputStream.java,method,"org.apache.commons.io.output.AbstractByteArrayOutputStream#toInputStream(InputStreamConstructor<S>)",ok,compiles,2,10.9,ok,compiles,2,9.6
commons-io-0150,commons-io,org/apache/commons/io/output/UncheckedFilterOutputStream.java,method,"org.apache.commons.io.output.UncheckedFilterOutputStream.Builder#get()",ok,compiles,5,11.5,ok,compiles,5,10.2
commons-lang-0001,commons-lang,org/apache/commons/lang3/LocaleUtils.java,method,"org.apache.commons.lang3.LocaleUtils#availableLocaleList(Predicate<Locale>)",ok,compiles,1,3.9,ok,compiles,1,4.9
commons-lang-0002,commons-lang,org/apache/commons/lang3/time/DateFormatUtils.java,method,"org.apache.commons.lang3.time.DateFormatUtils#format(long,String)",ok,compiles,1,7.3,ok,compiles,1,7.9
commons-lang-0003,commons-lang,org/apache/commons/lang3/SerializableObject.java,field,"org.apache.commons.lang3.SerializableObject#serialVersionUID",ok,compiles,1,6.4,ok,compiles,1,6.7
commons-lang-0004,commons-lang,org/apache/commons/lang3/SystemProperties.java,field,"org.apache.commons.lang3.SystemProperties#JAVA_UTIL_LOGGING_SIMPLE_FORMATTER_FORMAT",ok,compiles,1,7.5,ok,compiles,1,8.0
commons-lang-0005,commons-lang,org/apache/commons/lang3/time/FastDateParser.java,field,"org.apache.commons.lang3.time.FastDateParser.TimeZoneStrategy#ID",ok,compiles,2,7.3,ok,compiles,2,7.9
commons-lang-0006,commons-lang,org/apache/commons/lang3/builder/ToStringStyle.java,method,"org.apache.commons.lang3.builder.ToStringStyle#append(StringBuffer,String,float[],Boolean)",ok,fails,1,8.2,ok,fails,1,9.2
commons-lang-0007,commons-lang,org/apache/commons/lang3/SystemProperties.java,field,"org.apache.commons.lang3.SystemProperties#JAVA_UTIL_CONCURRENT_FORK_JOIN_POOL_COMMON_THREAD_FACTORY",ok,compiles,1,7.8,ok,compiles,1,9.1
commons-lang-0008,commons-lang,org/apache/commons/lang3/StringUtils.java,method,"org.apache.commons.lang3.StringUtils#contains(CharSequence,CharSequence)",ok,compiles,2,8.7,ok,compiles,2,8.5
commons-lang-0009,commons-lang,org/apache/commons/lang3/ArrayUtils.java,method,"org.apache.commons.lang3.ArrayUtils#swap(short[],int,int,int)",ok,compiles,1,9.2,ok,compiles,1,9.4
commons-lang-0010,commons-lang,org/apache/commons/lang3/CharRange.java,method,"org.apache.commons.lang3.CharRange#getStart()",ok,compiles,1,8.9,ok,compiles,1,8.4
commons-lang-0011,commons-lang,org/apache/commons/lang3/ClassUtils.java,method,"org.apache.commons.lang3.ClassUtils#isAssignable(Class<?>,Class<?>,boolean)",ok,compiles,1,8.9,ok,compiles,1,8.3
commons-lang-0012,commons-lang,org/apache/commons/lang3/time/FastDatePrinter.java,method,"org.apache.commons.lang3.time.FastDatePrinter.TwentyFourHourField#appendTo(Appendable,int)",ok,compiles,2,9.7,ok,compiles,2,9.2
commons-lang-0013,commons-lang,org/apache/commons/lang3/concurrent/locks/LockingVisitors.java,method,"org.apache.commons.lang3.concurrent.locks.LockingVisitors.LockVisitor.LVBuilder#LVBuilder()",ok,compiles,3,9.6,ok,compiles,3,9.4
commons-lang-0014,commons-lang,org/apache/commons/lang3/mutable/MutableFloat.java,method,"org.apache.commons.lang3.mutable.MutableFloat#MutableFloat(float)",ok,compiles,2,8.6,ok,compiles,2,9.0
commons-lang-0015,commons-lang,org/apache/commons/lang3/ClassUtils.java,field,"org.apache.commons.lang3.ClassUtils#ABBREVIATION_MAP",ok,compiles,1,8.4,ok,compiles,1,9.0
commons-lang-0016,commons-lang,org/apache/commons/lang3/function/FailableDoubleConsumer.java,method,"org.apache.commons.lang3.function.FailableDoubleConsumer#accept(double)",ok,compiles,1,8.3,ok,compiles,1,8.6
commons-lang-0017,commons-lang,org/apache/commons/lang3/builder/ReflectionDiffBuilder.java,method,"org.apache.commons.lang3.builder.ReflectionDiffBuilder#getExcludeFieldNames()",ok,compiles,6,8.4,ok,compiles,6,8.4
commons-lang-0018,commons-lang,org/apache/commons/lang3/time/DateUtils.java,method,"org.apache.commons.lang3.time.DateUtils#truncatedCompareTo(Date,Date,int)",ok,compiles,1,9.8,ok,compiles,1,8.4
commons-lang-0019,commons-lang,org/apache/commons/lang3/text/StrBuilder.java,method,"org.apache.commons.lang3.text.StrBuilder#getNewLineText()",ok,compiles,2,9.9,ok,compiles,2,9.6
commons-lang-0020,commons-lang,org/apache/commons/lang3/time/FastDateParser.java,field,"org.apache.commons.lang3.time.FastDateParser#WEEK_OF_MONTH_STRATEGY",ok,compiles,2,8.3,ok,compiles,2,9.1
commons-lang-0021,commons-lang,org/apache/commons/lang3/time/StopWatch.java,method,"org.apache.commons.lang3.time.StopWatch#isStopped()",ok,fails,1,6.5,ok,fails,1,7.1
commons-lang-0022,commons-lang,org/apache/commons/lang3/function/FailableLongUnaryOperator.java,method,"org.apache.commons.lang3.function.FailableLongUnaryOperator#applyAsLong(long)",ok,compiles,1,9.3,ok,compiles,1,7.7
commons-lang-0023,commons-lang,org/apache/commons/lang3/reflect/TypeUtils.java,method,"org.apache.commons.lang3.reflect.TypeUtils#isAssignable(Type,Type)",ok,compiles,1,9.4,ok,compiles,1,7.7
commons-lang-0024,commons-lang,org/apache/commons/lang3/SystemProperties.java,field,"org.apache.commons.lang3.SystemProperties#SUN_NET_HTTP_SERVER_IDLE_INTERVAL",ok,compiles,1,9.1,ok,compiles,1,7.9
commons-lang-0025,commons-lang,org/apache/commons/lang3/util/FluentBitSet.java,method,"org.apache.commons.lang3.util.FluentBitSet#andNot(BitSet)",ok,compiles,1,8.1,ok,compiles,1,7.9
commons-lang-0026,commons-lang,org/apache/commons/lang3/time/StopWatch.java,method,"org.apache.commons.lang3.time.StopWatch#getDuration()",ok,compiles,1,5.9,ok,compiles,1,5.8
commons-lang-0027,commons-lang,org/apache/commons/lang3/SystemProperties.java,method,"org.apache.commons.lang3.SystemProperties#getBoolean(Class<?>,String,BooleanSupplier)",ok,compiles,1,7.5,ok,compiles,1,8.7
commons-lang-0028,commons-lang,org/apache/commons/lang3/builder/StandardToStringStyle.java,method,"org.apache.commons.lang3.builder.StandardToStringStyle#setContentEnd(String)",ok,compiles,2,8.1,ok,compiles,2,9.9
commons-lang-0029,commons-lang,org/apache/commons/lang3/ArrayUtils.java,method,"org.apache.commons.lang3.ArrayUtils#shuffle(byte[])",ok,compiles,1,8.0,ok,compiles,1,9.0
commons-lang-0030,commons-lang,org/apache/commons/lang3/ArrayUtils.java,method,"org.apache.commons.lang3.ArrayUtils#removeAllOccurences(char[],char)",ok,compiles,1,8.6,ok,compiles,1,10.0
commons-lang-0031,commons-lang,org/apache/commons/lang3/ClassUtils.java,method,"org.apache.commons.lang3.ClassUtils#useFull(int,int,int,int)",ok,compiles,1,7.3,ok,compiles,1,7.8
commons-lang-0032,commons-lang,org/apache/commons/lang3/math/NumberUtils.java,method,"org.apache.commons.lang3.math.NumberUtils#min(double...)",ok,compiles,1,9.3,ok,compiles,1,10.4
commons-lang-0033,commons-lang,org/apache/commons/lang3/time/DateFormatUtils.java,field,"org.apache.commons.lang3.time.DateFormatUtils#ISO_8601_EXTENDED_TIME_TIME_ZONE_FORMAT",ok,compiles,4,10.2,ok,compiles,4,12.1
commons-lang-0034,commons-lang,org/apache/commons/lang3/builder/CompareToBuilder.java,method,"org.apache.commons.lang3.builder.CompareToBuilder#CompareToBuilder()",ok,compiles,3,10.8,ok,compiles,3,12.2
commons-lang-0035,commons-lang,org/apache/commons/lang3/builder/StandardToStringStyle.java,method,"org.apache.commons.lang3.builder.StandardToStringStyle#setFieldSeparator(String)",ok,compiles,2,10.6,ok,compiles,2,12.6
commons-lang-0036,commons-lang,org/apache/commons/lang3/text/ExtendedMessageFormat.java,field,"org.apache.commons.lang3.text.ExtendedMessageFormat#toPattern",ok,compiles,1,11.4,ok,compiles,1,13.1
commons-lang-0037,commons-lang,org/apache/commons/lang3/text/StrMatcher.java,field,"org.apache.commons.lang3.text.StrMatcher.CharSetMatcher#chars",ok,compiles,1,11.1,ok,compiles,1,13.5
commons-lang-0038,commons-lang,org/apache/commons/lang3/RegExUtils.java,method,"org.apache.commons.lang3.RegExUtils#replaceAll(String,Pattern,String)",ok,compiles,1,12.2,ok,compiles,1,13.3
commons-lang-0039,commons-lang,org/apache/commons/lang3/RegExUtils.java,method,"org.apache.commons.lang3.RegExUtils#removeAll(CharSequence,Pattern)",ok,compiles,2,13.3,ok,compiles,2,15.5
commons-lang-0040,commons-lang,org/apache/commons/lang3/util/FluentBitSet.java,method,"org.apache.commons.lang3.util.FluentBitSet#equals(Object)",ok,compiles,1,13.6,ok,compiles,1,18.2
commons-lang-0041,commons-lang,org/apache/commons/lang3/ArrayUtils.java,method,"org.apache.commons.lang3.ArrayUtils#addAll(byte[],byte...)",ok,compiles,1,14.7,ok,compiles,1,18.7
commons-lang-0042,commons-lang,org/apache/commons/lang3/ThreadUtils.java,method,"org.apache.commons.lang3.ThreadUtils.NamePredicate#NamePredicate(String)",ok,fails,1,14.9,ok,fails,1,17.3
commons-lang-0043,commons-lang,org/apache/commons/lang3/concurrent/UncheckedFutureImpl.java,method,"org.apache.commons.lang3.concurrent.UncheckedFutureImpl#get(long,TimeUnit)",ok,compiles,7,18.1,ok,compiles,7,16.4
commons-lang-0044,commons-lang,org/apache/commons/lang3/ArchUtils.java,method,"org.apache.commons.lang3.ArchUtils#getProcessor()",ok,compiles,3,17.3,ok,compiles,3,16.4
commons-lang-0045,commons-lang,org/apache/commons/lang3/CharSetUtils.java,method,"org.apache.commons.lang3.CharSetUtils#modify(String,String[],boolean)",ok,compiles,2,15.9,ok,compiles,2,15.9
commons-lang-0046,commons-lang,org/apache/commons/lang3/Conversion.java,method,"org.apache.commons.lang3.Conversion#binaryToByte(boolean[],int,byte,int,int)",ok,compiles,1,16.8,ok,compiles,1,16.2
commons-lang-0047,commons-lang,org/apache/commons/lang3/ClassUtils.java,method,"org.apache.commons.lang3.ClassUtils#primitivesToWrappers(Class<?>...)",ok,compiles,2,17.4,ok,compiles,2,15.5
