id,repo,target_file,kind,signature,base_status,base_compiles,base_files,base_secs,new_status,new_compiles,new_files,new_secs
gson-0008,gson,com/google/gson/stream/JsonReader.java,field,"com.google.gson.stream.JsonReader#PEEKED_DOUBLE_QUOTED_NAME",ok,compiles,1,3.7,ok,compiles,1,3.6
gson-0009,gson,com/google/gson/internal/ObjectConstructor.java,method,"com.google.gson.internal.ObjectConstructor#construct()",ok,compiles,1,3.6,ok,compiles,1,3.7
gson-0010,gson,com/google/gson/stream/JsonReader.java,method,"com.google.gson.stream.JsonReader#nextString()",ok,fails,1,3.9,ok,fails,1,3.7
gson-0011,gson,com/google/gson/JsonArray.java,method,"com.google.gson.JsonArray#hashCode()",ok,compiles,2,3.5,ok,compiles,2,3.5
gson-0012,gson,com/google/gson/JsonStreamParser.java,method,"com.google.gson.JsonStreamParser#JsonStreamParser(String)",ok,compiles,3,3.0,ok,compiles,3,3.4
gson-0013,gson,com/google/gson/JsonPrimitive.java,method,"com.google.gson.JsonPrimitive#equals(Object)",ok,compiles,2,3.0,ok,compiles,2,3.4
gson-0014,gson,com/google/gson/stream/JsonWriter.java,field,"com.google.gson.stream.JsonWriter#deferredName",ok,compiles,1,3.1,ok,compiles,1,3.6
gson-0015,gson,com/google/gson/internal/NonNullElementWrapperList.java,method,"com.google.gson.internal.NonNullElementWrapperList#size()",ok,compiles,1,3.9,ok,compiles,1,3.1
gson-0016,gson,com/google/gson/internal/ReflectionAccessFilterHelper.java,method,"com.google.gson.internal.ReflectionAccessFilterHelper.AccessChecker#canAccess(AccessibleObject,Object)",ok,compiles,1,3.6,ok,compiles,1,3.6
gson-0017,gson,com/google/gson/JsonParseException.java,method,"com.google.gson.JsonParseException#JsonParseException(Throwable)",ok,compiles,1,3.3,ok,compiles,1,3.3
gson-0018,gson,com/google/gson/stream/JsonReader.java,field,"com.google.gson.stream.JsonReader#PEEKED_LONG",ok,compiles,1,2.9,ok,compiles,1,3.1
gson-0019,gson,com/google/gson/GsonBuilder.java,field,"com.google.gson.GsonBuilder#serializeSpecialFloatingPointValues",ok,compiles,1,3.1,ok,compiles,1,3.0
gson-0020,gson,com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java,field,"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.RecordAdapter#componentIndices",ok,compiles,3,4.3,ok,compiles,3,4.2
gson-0021,gson,com/google/gson/internal/bind/TypeAdapters.java,method,"com.google.gson.internal.bind.TypeAdapters.IntegerFieldsTypeAdapter#write(JsonWriter,T)",ok,compiles,4,4.3,ok,compiles,4,4.1
gson-0022,gson,com/google/gson/stream/JsonReader.java,field,"com.google.gson.stream.JsonReader#PEEKED_BUFFERED",ok,compiles,1,3.7,ok,compiles,1,3.5
gson-0023,gson,com/google/gson/internal/LinkedTreeMap.java,field,"com.google.gson.internal.LinkedTreeMap.Node#key",ok,compiles,1,3.7,ok,compiles,1,3.9
gson-0024,gson,com/google/gson/internal/LinkedTreeMap.java,method,"com.google.gson.internal.LinkedTreeMap.EntrySet#size()",ok,compiles,1,3.2,ok,compiles,1,3.2
gson-0025,gson,com/google/gson/JsonPrimitive.java,method,"com.google.gson.JsonPrimitive#hashOfDoubleValue(double)",ok,compiles,2,3.8,ok,compiles,2,1.8
gson-0026,gson,com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java,field,"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.Adapter#fieldsData",ok,compiles,3,4.1,ok,compiles,3,2.0
gson-0027,gson,com/google/gson/JsonArray.java,method,"com.google.gson.JsonArray#getAsBigInteger()",ok,compiles,2,2.3,ok,compiles,2,1.9
gson-0028,gson,com/google/gson/stream/JsonReader.java,method,"com.google.gson.stream.JsonReader#nextNull()",ok,compiles,1,2.4,ok,compiles,1,2.1
gson-0029,gson,com/google/gson/stream/JsonReader.java,method,"com.google.gson.stream.JsonReader#readEscapeCharacter()",ok,compiles,3,2.6,ok,compiles,3,2.2
gson-0030,gson,com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java,method,"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.RecordAdapter#readField(Object[],JsonReader,BoundField)",ok,compiles,6,2.6,ok,compiles,6,2.7
gson-0031,gson,com/google/gson/Gson.java,field,"com.google.gson.Gson#fieldNamingStrategy",ok,compiles,2,1.8,ok,compiles,2,1.8
gson-0032,gson,com/google/gson/GsonBuilder.java,field,"com.google.gson.GsonBuilder#dateStyle",ok,compiles,1,1.9,ok,compiles,1,1.8
gson-0033,gson,com/google/gson/internal/bind/JsonTreeReader.java,method,"com.google.gson.internal.bind.JsonTreeReader#nextDouble()",ok,compiles,7,2.5,ok,compiles,7,3.1
gson-0034,gson,com/google/gson/JsonArray.java,method,"com.google.gson.JsonArray#add(Boolean)",ok,compiles,4,1.8,ok,compiles,4,2.1
gson-0035,gson,com/google/gson/internal/GsonTypes.java,method,"com.google.gson.internal.GsonTypes#indexOf(Object[],Object)",ok,compiles,1,1.9,ok,compiles,1,2.3
gson-0036,gson,com/google/gson/internal/bind/JsonTreeWriter.java,method,"com.google.gson.internal.bind.JsonTreeWriter#value(double)",ok,compiles,5,2.3,ok,compiles,5,3.0
gson-0037,gson,com/google/gson/internal/GsonTypes.java,method,"com.google.gson.internal.GsonTypes.GenericArrayTypeImpl#toString()",ok,compiles,1,2.4,ok,compiles,1,3.0
gson-0038,gson,com/google/gson/internal/JavaVersion.java,method,"com.google.gson.internal.JavaVersion#getMajorJavaVersion()",ok,compiles,1,1.8,ok,compiles,1,2.5
gson-0039,gson,com/google/gson/TypeAdapter.java,method,"com.google.gson.TypeAdapter#write(JsonWriter,T)",ok,compiles,2,2.5,ok,compiles,2,2.6
gson-0040,gson,com/google/gson/internal/bind/EnumTypeAdapter.java,method,"com.google.gson.internal.bind.EnumTypeAdapter#calculateHashMapCapacity(int)",ok,compiles,2,3.1,ok,compiles,2,3.1
gson-0041,gson,com/google/gson/internal/sql/SqlTypesSupport.java,method,"com.google.gson.internal.sql.SqlTypesSupport#SqlTypesSupport()",ok,compiles,1,2.3,ok,compiles,1,2.6
gson-0042,gson,com/google/gson/stream/JsonWriter.java,method,"com.google.gson.stream.JsonWriter#isHtmlSafe()",ok,compiles,1,2.7,ok,compiles,1,2.6
gson-0043,gson,com/google/gson/JsonPrimitive.java,method,"com.google.gson.JsonPrimitive#getAsBoolean()",ok,compiles,2,2.8,ok,compiles,2,2.8
gson-0044,gson,com/google/gson/internal/GsonTypes.java,method,"com.google.gson.internal.GsonTypes.GenericArrayTypeImpl#getGenericComponentType()",ok,compiles,1,2.8,ok,compiles,1,2.8
gson-0045,gson,com/google/gson/internal/bind/JsonTreeReader.java,method,"com.google.gson.internal.bind.JsonTreeReader#popStack()",ok,compiles,3,3.2,ok,compiles,3,3.4
gson-0046,gson,com/google/gson/stream/JsonWriter.java,field,"com.google.gson.stream.JsonWriter#formattedColon",ok,compiles,1,2.6,ok,compiles,1,2.9
gson-0047,gson,com/google/gson/internal/bind/TreeTypeAdapter.java,method,"com.google.gson.internal.bind.TreeTypeAdapter#TreeTypeAdapter(JsonSerializer<T>,JsonDeserializer<T>,Gson,TypeToken<T>,TypeAdapterFactory)",ok,compiles,8,2.7,ok,compiles,8,3.2
gson-0048,gson,com/google/gson/stream/MalformedJsonException.java,field,"com.google.gson.stream.MalformedJsonException#serialVersionUID",ok,compiles,1,2.2,ok,compiles,1,1.6
gson-0049,gson,com/google/gson/internal/bind/DefaultDateTypeAdapter.java,method,"com.google.gson.internal.bind.DefaultDateTypeAdapter#deserializeToDate(JsonReader)",ok,compiles,6,3.7,ok,compiles,6,4.4
gson-0050,gson,com/google/gson/internal/GsonTypes.java,method,"com.google.gson.internal.GsonTypes.WildcardTypeImpl#hashCode()",ok,compiles,1,3.1,ok,compiles,1,3.8
gson-0051,gson,com/google/gson/JsonPrimitive.java,method,"com.google.gson.JsonPrimitive#getAsCharacter()",ok,compiles,2,2.8,ok,compiles,2,2.6
gson-0052,gson,com/google/gson/internal/bind/TypeAdapters.java,method,"com.google.gson.internal.bind.TypeAdapters#TypeAdapters()",ok,compiles,1,4.2,ok,compiles,1,3.8
gson-0053,gson,com/google/gson/JsonObject.java,method,"com.google.gson.JsonObject#get(String)",ok,compiles,3,4.1,ok,compiles,3,3.8
gson-0054,gson,com/google/gson/stream/JsonReader.java,method,"com.google.gson.stream.JsonReader#unexpectedTokenError(String)",ok,compiles,3,2.9,ok,compiles,3,3.1
gson-0055,gson,com/google/gson/internal/bind/JsonTreeWriter.java,method,"com.google.gson.internal.bind.JsonTreeWriter#value(float)",ok,compiles,5,4.1,ok,compiles,5,4.3
gson-0056,gson,com/google/gson/GsonBuilder.java,field,"com.google.gson.GsonBuilder#DEFAULT_CONSTRUCTOR_CONSTRUCTOR",ok,compiles,4,3.1,ok,compiles,4,3.4
gson-0057,gson,com/google/gson/Gson.java,field,"com.google.gson.Gson#serializeNulls",ok,compiles,1,2.2,ok,compiles,1,2.7
gson-0058,gson,com/google/gson/internal/GsonTypes.java,field,"com.google.gson.internal.GsonTypes.WildcardTypeImpl#upperBound",ok,compiles,1,2.7,ok,compiles,1,2.8
gson-0059,gson,com/google/gson/internal/LinkedTreeMap.java,field,"com.google.gson.internal.LinkedTreeMap.Node#height",ok,compiles,1,3.8,ok,compiles,1,4.2
gson-0060,gson,com/google/gson/internal/GsonTypes.java,method,"com.google.gson.internal.GsonTypes#GsonTypes()",ok,compiles,1,3.1,ok,compiles,1,4.0
gson-0061,gson,com/google/gson/stream/JsonWriter.java,method,"com.google.gson.stream.JsonWriter#setIndent(String)",ok,compiles,2,3.6,ok,compiles,2,4.0
gson-0062,gson,com/google/gson/ReflectionAccessFilter.java,field,"com.google.gson.ReflectionAccessFilter#BLOCK_ALL_PLATFORM",ok,compiles,2,4.3,ok,compiles,2,4.4
gson-0063,gson,com/google/gson/internal/bind/JavaTimeTypeAdapters.java,method,"com.google.gson.internal.bind.JavaTimeTypeAdapters#offsetDateTime(Gson)",crash,na,0,4.7,crash,na,0,4.3
gson-0064,gson,com/google/gson/internal/JavaVersion.java,method,"com.google.gson.internal.JavaVersion#JavaVersion()",ok,compiles,1,2.7,ok,compiles,1,3.4
gson-0065,gson,com/google/gson/internal/bind/JsonElementTypeAdapter.java,method,"com.google.gson.internal.bind.JsonElementTypeAdapter#read(JsonReader)",ok,compiles,8,5.8,ok,compiles,8,6.1
gson-0066,gson,com/google/gson/internal/bind/TypeAdapters.java,field,"com.google.gson.internal.bind.TypeAdapters#LAZILY_PARSED_NUMBER_FACTORY",ok,compiles,4,5.0,ok,compiles,4,5.5
gson-0067,gson,com/google/gson/internal/bind/TreeTypeAdapter.java,field,"com.google.gson.internal.bind.TreeTypeAdapter#deserializer",ok,compiles,4,4.6,ok,compiles,4,5.4
gson-0068,gson,com/google/gson/JsonElement.java,method,"com.google.gson.JsonElement#isJsonPrimitive()",ok,compiles,2,2.7,ok,compiles,2,4.0
gson-0069,gson,com/google/gson/TypeAdapter.java,method,"com.google.gson.TypeAdapter.NullSafeTypeAdapter#read(JsonReader)",ok,compiles,3,4.3,ok,compiles,3,5.0
gson-0070,gson,com/google/gson/internal/bind/JavaTimeTypeAdapters.java,method,"com.google.gson.internal.bind.JavaTimeTypeAdapters#zonedDateTime(Gson)",crash,na,0,5.3,crash,na,0,5.2
gson-0071,gson,com/google/gson/internal/bind/TypeAdapters.java,field,"com.google.gson.internal.bind.TypeAdapters#ATOMIC_INTEGER_FACTORY",ok,compiles,3,6.3,ok,compiles,3,7.6
gson-0072,gson,com/google/gson/internal/ConstructorConstructor.java,method,"com.google.gson.internal.ConstructorConstructor#newDefaultImplementationConstructor(Class<?superT>)",ok,compiles,2,5.8,ok,compiles,2,7.2
gson-0073,gson,com/google/gson/JsonArray.java,method,"com.google.gson.JsonArray#get(int)",ok,compiles,2,5.4,ok,compiles,2,6.9
gson-0074,gson,com/google/gson/internal/LinkedTreeMap.java,method,"com.google.gson.internal.LinkedTreeMap#find(K,boolean)",ok,compiles,1,5.8,ok,compiles,1,6.1
gson-0075,gson,com/google/gson/internal/bind/JsonAdapterAnnotationTypeAdapterFactory.java,field,"com.google.gson.internal.bind.JsonAdapterAnnotationTypeAdapterFactory#adapterFactoryMap",ok,compiles,2,5.6,ok,compiles,2,5.5
gson-0076,gson,com/google/gson/reflect/TypeToken.java,method,"com.google.gson.reflect.TypeToken#isAssignableFrom(Class<?>)",ok,compiles,1,7.7,ok,compiles,1,6.2
gson-0077,gson,com/google/gson/internal/LinkedTreeMap.java,method,"com.google.gson.internal.LinkedTreeMap#removeInternalByKey(Object)",ok,compiles,1,8.2,ok,compiles,1,5.2
gson-0078,gson,com/google/gson/GsonBuilder.java,field,"com.google.gson.GsonBuilder#datePattern",ok,compiles,1,6.7,ok,compiles,1,4.6
gson-0079,gson,com/google/gson/internal/LinkedTreeMap.java,method,"com.google.gson.internal.LinkedTreeMap.KeySet#size()",ok,compiles,1,6.9,ok,compiles,1,5.8
gson-0080,gson,com/google/gson/internal/GsonTypes.java,field,"com.google.gson.internal.GsonTypes.GenericArrayTypeImpl#componentType",ok,compiles,1,5.3,ok,compiles,1,4.1
gson-0081,gson,com/google/gson/stream/JsonReader.java,method,"com.google.gson.stream.JsonReader#validateAscii(String)",ok,compiles,3,6.1,ok,compiles,3,6.0
gson-0082,gson,com/google/gson/internal/reflect/ReflectionHelper.java,method,"com.google.gson.internal.reflect.ReflectionHelper.RecordNotSupportedHelper#getCanonicalRecordConstructor(Class<T>)",ok,compiles,1,5.1,ok,compiles,1,5.0
gson-0083,gson,com/google/gson/internal/bind/JsonTreeReader.java,method,"com.google.gson.internal.bind.JsonTreeReader#beginArray()",ok,compiles,5,6.4,ok,compiles,5,6.9
gson-0084,gson,com/google/gson/internal/ConstructorConstructor.java,method,"com.google.gson.internal.ConstructorConstructor#newUnsafeAllocator(Class<?superT>)",ok,fails,3,5.7,ok,fails,3,6.2
gson-0085,gson,com/google/gson/internal/bind/util/ISO8601Utils.java,field,"com.google.gson.internal.bind.util.ISO8601Utils#UTC_ID",ok,compiles,1,6.1,ok,compiles,1,6.1
gson-0086,gson,com/google/gson/internal/bind/TypeAdapters.java,field,"com.google.gson.internal.bind.TypeAdapters#URL",ok,compiles,8,6.5,ok,compiles,8,6.9
gson-0087,gson,com/google/gson/internal/GsonTypes.java,method,"com.google.gson.internal.GsonTypes.ParameterizedTypeImpl#ParameterizedTypeImpl(Type,Class<?>,Type)",ok,compiles,1,5.5,ok,compiles,1,5.2
gson-0088,gson,com/google/gson/internal/LinkedTreeMap.java,field,"com.google.gson.internal.LinkedTreeMap.LinkedTreeMapIterator#lastReturned",ok,compiles,1,5.0,ok,compiles,1,5.5
gson-0089,gson,com/google/gson/internal/bind/TypeAdapterRuntimeTypeWrapper.java,method,"com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper#write(JsonWriter,T)",ok,compiles,7,6.2,ok,compiles,7,5.0
gson-0090,gson,com/google/gson/internal/NonNullElementWrapperList.java,method,"com.google.gson.internal.NonNullElementWrapperList#hashCode()",ok,compiles,1,5.1,ok,compiles,1,4.2
gson-0091,gson,com/google/gson/internal/LinkedTreeMap.java,method,"com.google.gson.internal.LinkedTreeMap.LinkedTreeMapIterator#LinkedTreeMapIterator()",ok,compiles,1,4.6,ok,compiles,1,4.0
gson-0092,gson,com/google/gson/reflect/TypeToken.java,method,"com.google.gson.reflect.TypeToken#TypeToken(Type)",ok,compiles,2,4.4,ok,compiles,2,3.9
gson-0093,gson,com/google/gson/internal/bind/DefaultDateTypeAdapter.java,method,"com.google.gson.internal.bind.DefaultDateTypeAdapter.DateType#createAdapterFactory(int,int)",ok,compiles,3,4.9,ok,compiles,3,4.5
gson-0094,gson,com/google/gson/internal/bind/MapTypeAdapterFactory.java,method,"com.google.gson.internal.bind.MapTypeAdapterFactory.Adapter#Adapter(TypeAdapter<K>,TypeAdapter<V>,ObjectConstructor<?extendsMap<K,V>>)",ok,compiles,4,5.2,ok,compiles,4,4.7
gson-0095,gson,com/google/gson/internal/bind/ObjectTypeAdapter.java,method,"com.google.gson.internal.bind.ObjectTypeAdapter#tryBeginNesting(JsonReader,JsonToken)",ok,compiles,4,4.5,ok,compiles,4,4.5
gson-0096,gson,com/google/gson/internal/LinkedTreeMap.java,method,"com.google.gson.internal.LinkedTreeMap.LinkedTreeMapIterator#remove()",ok,compiles,1,4.1,ok,compiles,1,4.2
gson-0097,gson,com/google/gson/JsonParseException.java,method,"com.google.gson.JsonParseException#JsonParseException(String)",ok,compiles,1,3.3,ok,compiles,1,3.5
gson-0098,gson,com/google/gson/internal/bind/MapTypeAdapterFactory.java,field,"com.google.gson.internal.bind.MapTypeAdapterFactory.Adapter#valueTypeAdapter",ok,compiles,3,4.5,ok,compiles,3,4.7
gson-0099,gson,com/google/gson/stream/JsonReader.java,method,"com.google.gson.stream.JsonReader#push(int)",ok,compiles,2,4.3,ok,compiles,2,4.0
gson-0100,gson,com/google/gson/FormattingStyle.java,method,"com.google.gson.FormattingStyle#usesSpaceAfterSeparators()",ok,compiles,1,3.4,ok,compiles,1,3.1
gson-0101,gson,com/google/gson/internal/sql/SqlTypesSupport.java,field,"com.google.gson.internal.sql.SqlTypesSupport#TIMESTAMP_FACTORY",ok,compiles,2,3.5,ok,compiles,2,3.8
gson-0102,gson,com/google/gson/JsonArray.java,method,"com.google.gson.JsonArray#JsonArray()",ok,compiles,2,3.9,ok,compiles,2,3.5
gson-0103,gson,com/google/gson/internal/bind/DefaultDateTypeAdapter.java,method,"com.google.gson.internal.bind.DefaultDateTypeAdapter.DateType#createAdapterFactory(String)",ok,compiles,3,4.6,ok,compiles,3,4.4
gson-0104,gson,com/google/gson/internal/bind/ReflectiveTypeAdapterFactory.java,method,"com.google.gson.internal.bind.ReflectiveTypeAdapterFactory.FieldReflectionAdapter#readField(T,JsonReader,BoundField)",ok,compiles,4,5.1,ok,compiles,4,4.9
gson-0105,gson,com/google/gson/internal/sql/SqlTimeTypeAdapter.java,method,"com.google.gson.internal.sql.SqlTimeTypeAdapter#SqlTimeTypeAdapter()",ok,compiles,2,4.3,ok,compiles,2,3.9
gson-0106,gson,com/google/gson/internal/sql/SqlTimestampTypeAdapter.java,field,"com.google.gson.internal.sql.SqlTimestampTypeAdapter#dateTypeAdapter",ok,compiles,2,4.3,ok,compiles,2,3.7
gson-0107,gson,com/google/gson/internal/LazilyParsedNumber.java,field,"com.google.gson.internal.LazilyParsedNumber#value",ok,compiles,1,3.5,ok,compiles,1,3.6
gson-0108,gson,com/google/gson/internal/bind/NumberTypeAdapter.java,method,"com.google.gson.internal.bind.NumberTypeAdapter#NumberTypeAdapter(ToNumberStrategy)",ok,compiles,3,3.8,ok,compiles,3,4.0
gson-0109,gson,com/google/gson/JsonPrimitive.java,method,"com.google.gson.JsonPrimitive#hashCode()",ok,compiles,2,3.7,ok,compiles,2,3.4
gson-0110,gson,com/google/gson/internal/reflect/ReflectionHelper.java,method,"com.google.gson.internal.reflect.ReflectionHelper#appendExecutableParameters(AccessibleObject,StringBuilder)",ok,compiles,1,3.9,ok,compiles,1,4.1
gson-0111,gson,com/google/gson/internal/sql/SqlDateTypeAdapter.java,method,"com.google.gson.internal.sql.SqlDateTypeAdapter#SqlDateTypeAdapter()",ok,compiles,2,3.8,ok,compiles,2,4.2
gson-0112,gson,com/google/gson/internal/bind/TypeAdapters.java,method,"com.google.gson.internal.bind.TypeAdapters.FloatAdapter#FloatAdapter(boolean)",ok,compiles,2,4.1,ok,compiles,2,4.6
gson-0113,gson,com/google/gson/internal/bind/ArrayTypeAdapter.java,method,"com.google.gson.internal.bind.ArrayTypeAdapter#ArrayTypeAdapter(Gson,TypeAdapter<E>,Class<E>)",ok,compiles,4,4.6,ok,compiles,4,4.5
gson-0114,gson,com/google/gson/internal/reflect/ReflectionHelper.java,method,"com.google.gson.internal.reflect.ReflectionHelper#constructorToString(Constructor<?>)",ok,compiles,1,3.8,ok,compiles,1,3.9
gson-0115,gson,com/google/gson/internal/LazilyParsedNumber.java,method,"com.google.gson.internal.LazilyParsedNumber#readObject(ObjectInputStream)",ok,compiles,1,3.9,ok,compiles,1,3.8
gson-0116,gson,com/google/gson/JsonDeserializer.java,method,"com.google.gson.JsonDeserializer#deserialize(JsonElement,Type,JsonDeserializationContext)",ok,compiles,4,3.6,ok,compiles,4,3.6
gson-0117,gson,com/google/gson/internal/bind/TypeAdapters.java,method,"com.google.gson.internal.bind.TypeAdapters#newFactory(Class<TT>,Class<TT>,TypeAdapter<?superTT>)",ok,compiles,5,4.8,ok,compiles,5,4.3
gson-0118,gson,com/google/gson/internal/NonNullElementWrapperList.java,method,"com.google.gson.internal.NonNullElementWrapperList#equals(Object)",ok,compiles,1,4.3,ok,compiles,1,4.0
gson-0119,gson,com/google/gson/Gson.java,field,"com.google.gson.Gson#typeTokenCache",ok,compiles,3,3.2,ok,compiles,3,3.0
gson-0120,gson,com/google/gson/JsonStreamParser.java,field,"com.google.gson.JsonStreamParser#parser",ok,compiles,4,3.9,ok,compiles,4,3.9
gson-0121,gson,com/google/gson/internal/bind/NumberTypeAdapter.java,field,"com.google.gson.internal.bind.NumberTypeAdapter#toNumberStrategy",ok,compiles,3,4.3,ok,compiles,3,4.1
gson-0122,gson,com/google/gson/Gson.java,method,"com.google.gson.Gson.FutureTypeAdapter#delegate()",ok,compiles,3,3.6,ok,compiles,3,3.7
gson-0123,gson,com/google/gson/GsonBuilder.java,field,"com.google.gson.GsonBuilder#DEFAULT_SPECIALIZE_FLOAT_VALUES",ok,compiles,1,3.0,ok,compiles,1,3.1
gson-0124,gson,com/google/gson/reflect/TypeToken.java,method,"com.google.gson.reflect.TypeToken#isAssignableFrom(TypeToken<?>)",ok,compiles,1,3.7,ok,compiles,1,3.5
gson-0125,gson,com/google/gson/internal/reflect/ReflectionHelper.java,method,"com.google.gson.internal.reflect.ReflectionHelper.RecordSupportedHelper#getRecordComponentNames(Class<?>)",ok,compiles,1,3.8,ok,compiles,1,3.3
gson-0126,gson,com/google/gson/JsonElement.java,method,"com.google.gson.JsonElement#getAsLong()",ok,compiles,1,3.3,ok,compiles,1,2.5
gson-0127,gson,com/google/gson/internal/bind/TypeAdapters.java,field,"com.google.gson.internal.bind.TypeAdapters#INET_ADDRESS_FACTORY",ok,compiles,3,4.3,ok,compiles,3,3.5
gson-0128,gson,com/google/gson/internal/bind/JsonTreeWriter.java,method,"com.google.gson.internal.bind.JsonTreeWriter#put(JsonElement)",ok,compiles,5,4.7,ok,compiles,5,4.0
gson-0129,gson,com/google/gson/stream/JsonWriter.java,method,"com.google.gson.stream.JsonWriter#setHtmlSafe(boolean)",ok,compiles,1,3.4,ok,compiles,1,3.4
gson-0130,gson,com/google/gson/internal/bind/TypeAdapters.java,method,"com.google.gson.internal.bind.TypeAdapters.IntegerFieldsTypeAdapter#IntegerFieldsTypeAdapter(String)",ok,compiles,2,3.4,ok,compiles,2,3.7
gson-0131,gson,com/google/gson/internal/GsonTypes.java,method,"com.google.gson.internal.GsonTypes.ParameterizedTypeImpl#hashCode()",ok,compiles,1,3.6,ok,compiles,1,3.6
gson-0132,gson,com/google/gson/Gson.java,method,"com.google.gson.Gson#fromJson(Reader,TypeToken<T>)",ok,compiles,6,3.3,ok,compiles,6,3.2
gson-0133,gson,com/google/gson/internal/bind/TypeAdapters.java,field,"com.google.gson.internal.bind.TypeAdapters#FLOAT",ok,compiles,2,3.7,ok,compiles,2,3.2
gson-0134,gson,com/google/gson/stream/JsonReader.java,field,"com.google.gson.stream.JsonReader#lineStart",ok,compiles,1,3.1,ok,compiles,1,2.8
gson-0135,gson,com/google/gson/internal/bind/ArrayTypeAdapter.java,method,"com.google.gson.internal.bind.ArrayTypeAdapter#write(JsonWriter,Object)",ok,compiles,4,4.0,ok,compiles,4,4.1
gson-0136,gson,com/google/gson/reflect/TypeToken.java,method,"com.google.gson.reflect.TypeToken#isCapturingTypeVariablesForbidden()",ok,compiles,1,2.9,ok,compiles,1,3.2
gson-0137,gson,com/google/gson/internal/LinkedTreeMap.java,method,"com.google.gson.internal.LinkedTreeMap#put(K,V)",ok,compiles,2,3.6,ok,compiles,2,4.2
gson-0138,gson,com/google/gson/GsonBuilder.java,method,"com.google.gson.GsonBuilder#GsonBuilder()",ok,compiles,1,2.7,ok,compiles,1,3.5
gson-0139,gson,com/google/gson/internal/bind/JsonTreeReader.java,method,"com.google.gson.internal.bind.JsonTreeReader#beginObject()",ok,compiles,5,3.7,ok,compiles,5,3.5
gson-0140,gson,com/google/gson/internal/GsonTypes.java,method,"com.google.gson.internal.GsonTypes.WildcardTypeImpl#toString()",ok,compiles,1,3.2,ok,compiles,1,3.0
gson-0141,gson,com/google/gson/internal/reflect/ReflectionHelper.java,method,"com.google.gson.internal.reflect.ReflectionHelper#createExceptionForUnexpectedIllegalAccess(IllegalAccessException)",ok,compiles,3,4.0,ok,compiles,3,3.2
gson-0142,gson,com/google/gson/internal/bind/TypeAdapters.java,field,"com.google.gson.internal.bind.TypeAdapters#LONG_AS_STRING",ok,compiles,6,4.8,ok,compiles,6,3.7
gson-0143,gson,com/google/gson/ExclusionStrategy.java,method,"com.google.gson.ExclusionStrategy#shouldSkipField(FieldAttributes)",ok,compiles,2,2.7,ok,compiles,2,2.4
gson-0144,gson,com/google/gson/Gson.java,method,"com.google.gson.Gson#newJsonWriter(Writer)",ok,compiles,4,3.3,ok,compiles,4,3.0
gson-0145,gson,com/google/gson/JsonParser.java,method,"com.google.gson.JsonParser#parse(JsonReader)",ok,compiles,7,3.1,ok,compiles,7,3.4
gson-0146,gson,com/google/gson/JsonPrimitive.java,method,"com.google.gson.JsonPrimitive#JsonPrimitive(Number)",ok,compiles,2,2.6,ok,compiles,2,3.1
gson-0147,gson,com/google/gson/JsonObject.java,method,"com.google.gson.JsonObject#entrySet()",ok,compiles,3,2.9,ok,compiles,3,2.7
gson-0148,gson,com/google/gson/JsonArray.java,method,"com.google.gson.JsonArray#deepCopy()",ok,compiles,2,3.3,ok,compiles,2,3.1
gson-0149,gson,com/google/gson/internal/GsonTypes.java,method,"com.google.gson.internal.GsonTypes#equals(Type,Type)",ok,compiles,1,3.5,ok,compiles,1,3.5
gson-0150,gson,com/google/gson/internal/bind/TypeAdapters.java,field,"com.google.gson.internal.bind.TypeAdapters#UUID_FACTORY",ok,compiles,3,3.4,ok,compiles,3,3.3
jsoup-0001,jsoup,org/jsoup/nodes/Element.java,method,"org.jsoup.nodes.Element#Element(Tag,String,Attributes)",ok,compiles,8,6.3,ok,compiles,8,7.8
jsoup-0002,jsoup,org/jsoup/nodes/Range.java,method,"org.jsoup.nodes.Range#ofEnd(Element)",ok,compiles,4,4.6,ok,compiles,4,5.1
jsoup-0003,jsoup,org/jsoup/parser/Tokeniser.java,field,"org.jsoup.parser.Tokeniser#replacementChar",ok,compiles,1,3.4,ok,compiles,1,4.1
jsoup-0004,jsoup,org/jsoup/nodes/Attributes.java,field,"org.jsoup.nodes.Attributes#GrowthFactor",ok,compiles,3,4.0,ok,compiles,3,4.8
jsoup-0005,jsoup,org/jsoup/parser/ParseError.java,method,"org.jsoup.parser.ParseError#getPosition()",ok,compiles,1,3.4,ok,compiles,1,4.1
jsoup-0006,jsoup,org/jsoup/Connection.java,method,"org.jsoup.Connection#response(Response)",ok,compiles,1,4.4,ok,compiles,1,3.6
jsoup-0007,jsoup,org/jsoup/nodes/Element.java,field,"org.jsoup.nodes.Element#EmptyChildren",ok,compiles,2,4.7,ok,compiles,2,5.1
jsoup-0008,jsoup,org/jsoup/helper/HttpConnection.java,method,"org.jsoup.helper.HttpConnection.Base#Base(Base<T>)",ok,compiles,2,4.7,ok,compiles,2,4.6
